Content ID,Category,Content Type,Reaction Type,Datetime,Reaction Score
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,disgust,6/26/2020 16:08,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,disgust,5/18/2021 9:59,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,disgust,2/22/2021 18:10,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,disgust,9/1/2020 6:27,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,disgust,10/27/2020 14:22,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,disgust,3/25/2021 11:15,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,disgust,2/7/2021 18:56,0
14ed7f7b-2c96-4458-8a39-606c25c14180,tennis,video,disgust,2/24/2021 3:44,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,disgust,11/24/2020 19:10,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,disgust,1/22/2021 16:02,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,disgust,3/28/2021 13:07,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,disgust,9/3/2020 10:59,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,disgust,11/10/2020 7:27,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,disgust,1/25/2021 0:52,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,disgust,6/26/2020 18:09,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,disgust,1/20/2021 19:32,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,disgust,10/24/2020 10:08,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,disgust,8/7/2020 9:07,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,disgust,1/16/2021 5:51,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,disgust,9/21/2020 9:10,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,disgust,2/4/2021 7:27,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,disgust,5/26/2021 13:22,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,disgust,12/20/2020 1:10,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,disgust,6/3/2021 2:16,0
82145a60-013e-4d96-81a5-399af8618158,food,audio,disgust,2/3/2021 23:56,0
82145a60-013e-4d96-81a5-399af8618158,food,audio,disgust,7/22/2020 21:59,0
d852b946-01e1-44fe-abd7-26198660cbdb,food,GIF,disgust,9/10/2020 10:21,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,disgust,2/8/2021 5:08,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,disgust,4/23/2021 3:13,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,disgust,7/15/2020 19:23,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,disgust,2/12/2021 16:04,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,disgust,6/25/2020 5:15,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,disgust,5/17/2021 13:47,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,disgust,4/29/2021 18:04,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,disgust,12/15/2020 3:05,0
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,disgust,12/27/2020 23:36,0
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,disgust,10/20/2020 13:31,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,education,audio,disgust,3/25/2021 19:36,0
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,disgust,11/26/2020 14:04,0
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,disgust,6/7/2021 4:28,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,disgust,12/3/2020 11:30,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,disgust,4/13/2021 7:30,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,disgust,6/24/2020 6:45,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,disgust,1/24/2021 20:52,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,disgust,11/25/2020 19:43,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,disgust,1/26/2021 15:54,0
409aa11d-5af3-4a70-9da1-482857f5835e,fitness,GIF,disgust,3/10/2021 19:24,0
409aa11d-5af3-4a70-9da1-482857f5835e,fitness,GIF,disgust,6/16/2021 16:12,0
409aa11d-5af3-4a70-9da1-482857f5835e,fitness,GIF,disgust,1/29/2021 9:21,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,science,video,disgust,12/26/2020 9:23,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,science,video,disgust,4/2/2021 21:00,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,travel,GIF,disgust,1/16/2021 7:00,0
841403fd-321b-4118-90b3-cc0075d64047,studying,GIF,disgust,9/27/2020 6:26,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,disgust,3/11/2021 8:12,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,disgust,6/23/2020 18:41,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,disgust,12/29/2020 8:39,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,disgust,4/27/2021 0:46,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,disgust,11/20/2020 10:39,0
0491183b-be25-4108-b667-8c30d3cdbf50,veganism,audio,disgust,7/11/2020 18:45,0
359b93ea-446f-4202-8801-db238de5de4d,food,photo,disgust,2/26/2021 19:38,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,disgust,6/9/2021 6:01,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,disgust,4/8/2021 1:19,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,disgust,8/31/2020 8:14,0
86346263-02db-4020-a216-9e54f502f643,travel,GIF,disgust,9/19/2020 14:51,0
86346263-02db-4020-a216-9e54f502f643,travel,GIF,disgust,11/4/2020 5:30,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,disgust,9/28/2020 14:41,0
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,disgust,3/13/2021 14:46,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,disgust,5/6/2021 4:52,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,disgust,3/18/2021 15:44,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,disgust,10/31/2020 11:07,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,disgust,2/26/2021 18:46,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,disgust,1/22/2021 3:45,0
fada6910-2cc5-4600-808c-1e6066f795a6,technology,GIF,disgust,8/26/2020 19:01,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,culture,photo,disgust,2/27/2021 7:03,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,culture,photo,disgust,6/27/2020 14:11,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,disgust,11/10/2020 1:05,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,disgust,7/7/2020 20:10,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,veganism,GIF,disgust,4/15/2021 19:16,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,disgust,1/3/2021 6:27,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,disgust,4/20/2021 15:01,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,disgust,11/24/2020 8:08,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,disgust,12/21/2020 19:33,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,disgust,5/4/2021 17:40,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,disgust,11/4/2020 7:49,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,disgust,10/30/2020 8:38,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,disgust,11/11/2020 23:23,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,disgust,2/15/2021 11:09,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,disgust,4/12/2021 10:58,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,disgust,1/1/2021 15:36,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,disgust,12/13/2020 17:23,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,disgust,11/13/2020 10:06,0
ef99fd68-74fb-4c72-bc70-742ebca14499,soccer,video,disgust,5/25/2021 23:39,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,culture,audio,disgust,5/25/2021 7:18,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,veganism,audio,disgust,2/10/2021 16:00,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,10/23/2020 11:36,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,4/3/2021 22:31,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,12/23/2020 13:18,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,4/16/2021 10:24,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,7/8/2020 21:07,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,11/13/2020 15:40,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,9/14/2020 10:32,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,10/14/2020 23:46,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,11/1/2020 8:01,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,disgust,5/20/2021 0:01,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,disgust,7/6/2020 14:07,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,disgust,9/6/2020 13:50,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,disgust,10/15/2020 4:56,0
433607b3-eeb4-48b8-9263-9805c1b89d55,education,video,disgust,1/20/2021 20:27,0
433607b3-eeb4-48b8-9263-9805c1b89d55,education,video,disgust,4/14/2021 3:34,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,studying,audio,disgust,1/23/2021 20:42,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,studying,video,disgust,7/6/2020 15:48,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,disgust,9/24/2020 20:48,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,disgust,9/1/2020 8:27,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,disgust,2/2/2021 11:04,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,technology,audio,disgust,5/6/2021 16:55,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,technology,audio,disgust,4/5/2021 15:27,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,disgust,2/3/2021 17:39,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,disgust,7/24/2020 9:08,0
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,disgust,5/24/2021 9:55,0
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,disgust,4/29/2021 20:20,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,disgust,12/25/2020 6:35,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,disgust,12/12/2020 11:40,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,disgust,7/15/2020 12:39,0
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,disgust,2/16/2021 15:42,0
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,disgust,9/3/2020 8:25,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,animals,photo,disgust,1/21/2021 16:00,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,animals,photo,disgust,2/25/2021 22:40,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,education,photo,disgust,4/5/2021 5:18,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,soccer,GIF,disgust,8/21/2020 17:43,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,disgust,11/4/2020 1:35,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,disgust,5/23/2021 19:58,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,disgust,6/20/2020 11:04,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,disgust,7/20/2020 16:21,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,disgust,1/24/2021 3:47,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,disgust,3/12/2021 4:13,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,disgust,5/4/2021 7:33,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,disgust,11/26/2020 18:34,0
61e6650c-5068-4575-9aee-4217ef3dbdb1,tennis,GIF,disgust,9/4/2020 9:40,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,soccer,GIF,disgust,10/15/2020 10:31,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,travel,audio,disgust,5/6/2021 3:02,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,disgust,7/4/2020 16:40,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,disgust,7/21/2020 2:54,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,disgust,10/2/2020 15:49,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,disgust,3/23/2021 1:45,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,disgust,4/23/2021 13:53,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,disgust,6/12/2021 14:04,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,disgust,1/9/2021 13:42,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,tennis,audio,disgust,1/8/2021 20:20,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,tennis,audio,disgust,4/13/2021 5:12,0
2c511a63-5eb5-422f-8483-c9fcf9a29b55,technology,GIF,disgust,9/7/2020 18:59,0
edc4a60a-b5ba-4178-b99e-9d34ed92599c,technology,audio,disgust,7/8/2020 13:41,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,animals,photo,disgust,12/26/2020 8:14,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,animals,photo,disgust,11/14/2020 0:40,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,animals,photo,disgust,5/25/2021 15:23,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,soccer,video,disgust,4/28/2021 23:43,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,soccer,video,disgust,9/3/2020 5:09,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,disgust,10/16/2020 8:30,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,disgust,5/10/2021 15:05,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,disgust,1/13/2021 19:15,0
f1038e6c-5292-4e20-a866-675e1637d6b5,soccer,GIF,disgust,6/20/2020 6:53,0
f1038e6c-5292-4e20-a866-675e1637d6b5,soccer,GIF,disgust,1/20/2021 5:01,0
08cc29f3-a22d-4652-8f27-ff9e0a826289,technology,photo,disgust,11/1/2020 6:30,0
a784c1dd-e2ab-408d-a0c3-226a51d420e1,technology,audio,disgust,9/16/2020 15:06,0
3a106d1f-3942-49d4-9358-417f33d760c6,fitness,photo,disgust,5/5/2021 13:03,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,disgust,7/12/2020 11:17,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,disgust,12/12/2020 3:19,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,disgust,3/7/2021 3:51,0
de95cdb1-a85a-40de-8467-892e2d1481af,education,video,disgust,1/25/2021 12:39,0
6199f5ca-cc02-410d-a408-e034946de162,animals,video,disgust,4/9/2021 0:41,0
6199f5ca-cc02-410d-a408-e034946de162,animals,video,disgust,11/17/2020 7:00,0
6199f5ca-cc02-410d-a408-e034946de162,animals,video,disgust,8/4/2020 23:23,0
6199f5ca-cc02-410d-a408-e034946de162,animals,video,disgust,7/22/2020 7:50,0
8490c29c-177f-4c21-9d37-d509f9287f30,tennis,GIF,disgust,5/26/2021 7:47,0
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,science,video,disgust,4/20/2021 11:09,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,disgust,7/7/2020 16:46,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,disgust,2/13/2021 0:27,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,disgust,4/3/2021 22:22,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,disgust,9/28/2020 9:23,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,disgust,9/22/2020 14:42,0
7c2e209e-acea-4246-a32d-636e2f2cc2c1,dogs,video,disgust,3/23/2021 9:39,0
2eb7feec-26a4-4949-8470-3e66c16536e9,tennis,video,disgust,8/26/2020 14:32,0
f783f128-6f66-4ef3-a190-5afc29d17012,tennis,GIF,disgust,5/2/2021 6:03,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cooking,video,disgust,2/24/2021 18:21,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cooking,video,disgust,7/4/2020 5:59,0
6e418568-a2b9-4d08-b241-06362c96a7f1,food,video,disgust,2/2/2021 7:51,0
6e418568-a2b9-4d08-b241-06362c96a7f1,food,video,disgust,4/16/2021 3:54,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,technology,video,disgust,12/2/2020 1:41,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,technology,video,disgust,10/13/2020 17:28,0
2893a837-3157-4bbd-918f-adc93b60480a,healthy eating,photo,disgust,2/15/2021 22:54,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,culture,audio,disgust,5/2/2021 9:58,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,culture,audio,disgust,10/8/2020 12:47,0
27fffa3e-000d-4f29-9358-5b0d2280d18c,dogs,video,disgust,12/24/2020 6:09,0
413101f7-ea05-4df6-97cf-9891245c5ed7,science,photo,disgust,11/10/2020 1:47,0
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,disgust,4/19/2021 0:15,0
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,disgust,2/28/2021 22:18,0
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,disgust,4/16/2021 11:04,0
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,disgust,8/24/2020 18:29,0
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,disgust,1/10/2021 5:06,0
fa781e01-b928-401f-86f4-d42b0a3b55ab,studying,photo,disgust,4/12/2021 12:29,0
43e53b12-71cb-4aad-9cb7-8c3572053230,fitness,audio,disgust,5/17/2021 3:31,0
43e53b12-71cb-4aad-9cb7-8c3572053230,fitness,audio,disgust,9/30/2020 22:50,0
